product_code,product_name,branch_code,branch_name,region,current_stock,unit,recent_avg_daily_demand,forecast_avg_daily_demand,forecast_total_30d,trend,stock_coverage_days
10.L1.6060.5629.4,Gạch 60x60 MS 5629 loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,588,Viên,0.196,0.196,5.88,estimated,3000.0
10.L1.6060.5673.4,Gạch 60x60 MS 5673 loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,504,Viên,0.168,0.168,5.04,estimated,3000.0
10.L1.6060.5691.7,Gạch 60x60 MS 5691 loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,504,Viên,0.168,0.168,5.04,estimated,3000.0
10.L1.6060.5713.4,Gạch 60x60 MS 5713 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,966,Viên,0.322,0.322,9.66,estimated,3000.0
10.L1.6060.5713.5,Gạch 60x60 MS 5713 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,701,Viên,0.23366666666666666,0.23366666666666666,7.01,estimated,3000.0
10.L1.6060.5719.4,Gạch 60x60 MS 5719 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,586,Viên,0.19533333333333333,0.19533333333333333,5.86,estimated,3000.0
10.L1.6060.5719.5,Gạch 60x60 MS 5719 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,777,Viên,0.259,0.259,7.7700000000000005,estimated,3000.0
10.L1.6060.5719.6,Gạch 60x60 MS 5719 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,1221,Viên,0.40700000000000003,0.40700000000000003,12.21,estimated,3000.0
10.L1.6060.5722.5,Gạch 60x60 MS 5722 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,756,Viên,0.252,0.252,7.5600000000000005,estimated,3000.0
10.L1.6060.5726.5,Gạch 60x60 MS 5726 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,529,Viên,0.17633333333333334,0.17633333333333334,5.29,estimated,3000.0
10.L1.6060.5726.6,Gạch 60x60 MS 5726 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,4480,Viên,1.4933333333333334,1.4933333333333334,44.800000000000004,estimated,3000.0
10.L1.6060.6156.5,Gạch 60x60 MS 6156 loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,6468,Viên,2.156,2.156,64.68,estimated,3000.0
10.L1.6060.6157.1,Gạch 60x60 MS 6157 loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,2163,Viên,0.721,0.721,21.63,estimated,3000.0
10.L1.6060.6157.3,Gạch 60x60 MS 6157 loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,950,Viên,0.31666666666666665,0.31666666666666665,9.5,estimated,3000.0
10.L1.6060.6157.5,Gạch 60x60 MS 6157 loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,999,Viên,0.333,0.333,9.99,estimated,3000.0
10.L1.6060.6157.6,Gạch 60x60 MS 6157 loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,1393,Viên,0.4643333333333333,0.4643333333333333,13.93,estimated,3000.0
10.L1.6060.6157.8,Gạch 60x60 MS 6157 loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,266,Viên,0.1,0.1,3.0,estimated,2660.0
10.L1.6060.6157.9,Gạch 60x60 MS 6157 loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,1970,Viên,0.6566666666666666,0.6566666666666666,19.7,estimated,3000.0
10.L1.6060.6159.3,Gạch 60x60 MS 6159 loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,1167,Viên,202.33333333333334,212.45000000000002,6373.500000000001,increasing,5.7677100494233935
10.L1.6060.6159.4,Gạch 60x60 MS 6159 loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,1667,Viên,0.5556666666666668,0.5556666666666668,16.67,estimated,2999.9999999999995
10.L1.6060.6159.5,Gạch 60x60 MS 6159 loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,902,Viên,0.30066666666666664,0.30066666666666664,9.02,estimated,3000.0000000000005
10.L1.6060.6159.7,Gạch 60x60 MS 6159 loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,3865,Viên,1.2883333333333333,1.2883333333333333,38.65,estimated,3000.0
10.L1.6060.6161.1,Gạch 60x60 MS 6161 loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,2210,Viên,0.7366666666666667,0.7366666666666667,22.1,estimated,3000.0
10.L1.6060.6161.2,Gạch 60x60 MS 6161 loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,1348,Viên,0.44933333333333336,0.44933333333333336,13.48,estimated,3000.0
10.L1.6060.6161.3,Gạch 60x60 MS 6161 loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,2645,Viên,0.8816666666666666,0.8816666666666666,26.45,estimated,3000.0000000000005
10.L1.6060.6161.4,Gạch 60x60 MS 6161 loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,1724,Viên,0.5746666666666668,0.5746666666666668,17.240000000000002,estimated,2999.9999999999995
10.L1.6060.6161.5,Gạch 60x60 MS 6161 loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,1169,Viên,0.38966666666666666,0.38966666666666666,11.69,estimated,3000.0
10.L1.6060.6161.6,Gạch 60x60 MS 6161 loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,3116,Viên,1.0386666666666666,1.0386666666666666,31.16,estimated,3000.0
10.L1.6060.6161.7,Gạch 60x60 MS 6161 loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,1290,Viên,0.43,0.43,12.9,estimated,3000.0
10.L1.6060.6161.8,Gạch 60x60 MS 6161 loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,1959,Viên,0.653,0.653,19.59,estimated,3000.0
10.L1.6060.6161.9,Gạch 60x60 MS 6161 loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,2175,Viên,0.725,0.725,21.75,estimated,3000.0
10.L1.6060.6162.4,Gạch 60x60 MS 6162 loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,1650,Viên,0.55,0.55,16.5,estimated,2999.9999999999995
10.L1.6060.6162.5,Gạch 60x60 MS 6162 loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,805,Viên,0.26833333333333337,0.26833333333333337,8.05,estimated,2999.9999999999995
10.L1.6060.6162.6,Gạch 60x60 MS 6162 loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,1865,Viên,0.6216666666666667,0.6216666666666667,18.650000000000002,estimated,3000.0
10.L1.6060.6162.7,Gạch 60x60 MS 6162 loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,1056,Viên,88.0,88.0,2640.0,stable,12.0
10.L1.6060.6163.1,Gạch 60x60 MS 6163 loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,3267,Viên,1.089,1.089,32.67,estimated,3000.0
10.L1.6060.6163.3,Gạch 60x60 MS 6163 loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,2414,Viên,0.8046666666666666,0.8046666666666666,24.14,estimated,3000.0
10.L1.6060.6163.4,Gạch 60x60 MS 6163 loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,2635,Viên,203.5,203.5,6105.0,stable,12.948402948402949
10.L1.6060.6163.5,Gạch 60x60 MS 6163 loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,1463,Viên,0.4876666666666667,0.4876666666666667,14.63,estimated,3000.0
10.L1.6060.6163.8,Gạch 60x60 MS 6163 loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,1450,Viên,0.48333333333333334,0.48333333333333334,14.5,estimated,3000.0
10.L1.8080.5816.3,Gạch 80x80 MS 5816 loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,1204,Viên,0.4013333333333334,0.4013333333333334,12.040000000000001,estimated,2999.9999999999995
10.L1.8080.5818.5,Gạch 80x80 MS 5818 loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,154,Viên,0.1,0.1,3.0,estimated,1540.0
10.L1.8080.5819.4,Gạch 80x80 MS 5819 loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,210,Viên,0.1,0.1,3.0,estimated,2100.0
10.L1.8080.5821.6,Gạch 80x80 MS 5821 loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,210,Viên,0.1,0.1,3.0,estimated,2100.0
10.L1.8080.5874.2,Gạch 80x80 MS 5874 loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,448,Viên,0.14933333333333335,0.14933333333333335,4.48,estimated,2999.9999999999995
10.L1.8080.5874.3,Gạch 80x80 MS 5874 loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,1146,Viên,0.382,0.382,11.46,estimated,3000.0
10.L1.8080.5874.6,Gạch 80x80 MS 5874 loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,332,Viên,0.11066666666666668,0.11066666666666668,3.3200000000000003,estimated,2999.9999999999995
10.L1.8080.5875.3,Gạch 80x80 MS 5875 loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,898,Viên,0.29933333333333334,0.29933333333333334,8.98,estimated,3000.0
10.L1.8080.5875.4,Gạch 80x80 MS 5875 loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,1192,Viên,0.3973333333333333,0.3973333333333333,11.92,estimated,3000.0
10.L1.8080.5875.5,Gạch 80x80 MS 5875 loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,231,Viên,0.1,0.1,3.0,estimated,2310.0
10.L1.8080.5875.7,Gạch 80x80 MS 5875 loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,300,Viên,0.1,0.1,3.0,estimated,3000.0
10.L1.8080.5876.5,Gạch 80x80 MS 5876 loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,607,Viên,0.20233333333333334,0.20233333333333334,6.07,estimated,3000.0
10.L1.8080.5877.3,Gạch 80x80 MS 5877 loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,392,Viên,0.13066666666666665,0.13066666666666665,3.9199999999999995,estimated,3000.0000000000005
10.L1.8080.5877.4,Gạch 80x80 MS 5877 loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,425,Viên,0.14166666666666666,0.14166666666666666,4.25,estimated,3000.0
10.L1.8080.5877.5,Gạch 80x80 MS 5877 loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,495,Viên,0.165,0.165,4.95,estimated,3000.0
10.L1.8080.5877.6,Gạch 80x80 MS 5877 loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,749,Viên,0.24966666666666668,0.24966666666666668,7.49,estimated,3000.0
10.L1.8080.5879.3,Gạch 80x80 MS 5879 loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,770,Viên,0.25666666666666665,0.25666666666666665,7.699999999999999,estimated,3000.0
10.L1.8080.5879.5,Gạch 80x80 MS 5879 loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,358,Viên,0.11933333333333333,0.11933333333333333,3.58,estimated,3000.0
10.L1.8080.5880.5,Gạch 80x80 MS 5880 loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,419,Viên,0.1396666666666667,0.1396666666666667,4.19,estimated,2999.9999999999995
10.L1.8080.5887.4,Gạch 80x80 MS 5887 loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,413,Viên,0.13766666666666666,0.13766666666666666,4.13,estimated,3000.0
10.L1.8080.5887.5,Gạch 80x80 MS 5887 loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,658,Viên,0.21933333333333332,0.21933333333333332,6.58,estimated,3000.0
10.L1.8080.5887.7,Gạch 80x80 MS 5887 loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,970,Viên,0.32333333333333336,0.32333333333333336,9.700000000000001,estimated,2999.9999999999995
10.L1.8080.5889.4,Gạch 80x80 MS 5889 loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,791,Viên,0.26366666666666666,0.26366666666666666,7.91,estimated,3000.0
10.L1.8080.5889.5,Gạch 80x80 MS 5889 loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,854,Viên,0.2846666666666667,0.2846666666666667,8.540000000000001,estimated,3000.0
10.L1.8080.5889.6,Gạch 80x80 MS 5889 loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,63,Viên,0.1,0.1,3.0,estimated,630.0
10.L1.8080.5889.7,Gạch 80x80 MS 5889 loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,648,Viên,0.21600000000000003,0.21600000000000003,6.48,estimated,2999.9999999999995
10.L1.8080.5891.4,Gạch 80x80 MS 5891 loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,643,Viên,0.21433333333333332,0.21433333333333332,6.43,estimated,3000.0
10.L1.8080.5891.5,Gạch 80x80 MS 5891 loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,396,Viên,0.132,0.132,3.96,estimated,3000.0
10.L1.8080.5891.7,Gạch 80x80 MS 5891 loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,1116,Viên,0.372,0.372,11.16,estimated,3000.0
10.L1.8080.5894.2,Gạch 80x80 MS 5894 loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,5040,Viên,1.68,1.68,50.4,estimated,3000.0
10.L1.8080.5895.5,Gạch 80x80 MS 5895 loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,638,Viên,0.21266666666666667,0.21266666666666667,6.38,estimated,3000.0
10.L1.8080.5895.6,Gạch 80x80 MS 5895 loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,352,Viên,0.11733333333333333,0.11733333333333333,3.52,estimated,3000.0
10.L1.8080.5896.5,Gạch 80x80 MS 5896 loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,549,Viên,0.183,0.183,5.49,estimated,3000.0
10.L1.8080.5896.6,Gạch 80x80 MS 5896 loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,860,Viên,0.2866666666666667,0.2866666666666667,8.6,estimated,3000.0
10.L2.3060.4547,Gạch 30x60 MS 4547 Loại 2,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,31827,Viên,10.609,10.609,318.27,estimated,3000.0
10.L2.3060.4549,Gạch 30x60 MS 4549 Loại 2,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,2987,Viên,0.9956666666666667,0.9956666666666667,29.87,estimated,3000.0
10.L2.3060.4551,Gạch 30x60 MS 4551 Loại 2,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,33600,Viên,11.2,11.2,336.0,estimated,3000.0
10.L2.3060.4554,Gạch 30x60 MS 4554 Loại 2,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,33031,Viên,11.010333333333334,11.010333333333334,330.31,estimated,3000.0
10.L2.3060.4555,Gạch 30x60 MS 4555 Loại 2,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,2240,Viên,0.7466666666666667,0.7466666666666667,22.400000000000002,estimated,3000.0
10.L2.3060.4556,Gạch 30x60 MS 4556 Loại 2,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,4160,Viên,1.3866666666666667,1.3866666666666667,41.6,estimated,3000.0
10.L2.3060.4557,Gạch 30x60 MS 4557 Loại 2,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,33600,Viên,11.2,11.2,336.0,estimated,3000.0
10.L2.3060.4564,Gạch 30x60 MS 4564 Loại 2,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,29848,Viên,9.949333333333334,9.949333333333334,298.48,estimated,3000.0
10.L2.3060.4565,Gạch 30x60 MS 4565 Loại 2,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,6720,Viên,2.24,2.24,67.2,estimated,2999.9999999999995
10.L2.3060.4566,Gạch 30x60 MS 4566 Loại 2,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,18480,Viên,6.16,6.16,184.8,estimated,3000.0
10.L2.3060.4567,Gạch 30x60 MS 4567 Loại 2,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,29120,Viên,9.706666666666667,9.706666666666667,291.2,estimated,3000.0
10.L2.3060.4569,Gạch 30x60 MS 4569 Loại 2,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,19712,Viên,6.570666666666667,6.570666666666667,197.12,estimated,3000.0
10.L2.6060.5191,Gạch 60x60 MS 5191 loại 2,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,25704,Viên,8.568000000000001,8.568000000000001,257.04,estimated,2999.9999999999995
10.L2.6060.5195,Gạch 60x60 MS 5195 loại 2,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,16296,Viên,5.432,5.432,162.96,estimated,3000.0
10.L2.6060.6103,Gạch 60x60 MS 6103 loại 2,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,11200,Viên,3.7333333333333334,3.7333333333333334,112.0,estimated,3000.0
10.L2.6060.6157,Gạch 60x60 MS 6157 loại 2,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,20160,Viên,6.72,6.72,201.6,estimated,3000.0
10.L3.3060.4554,Gạch 30x60 MS 4554 Loại 3,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,12320,Viên,4.1066666666666665,4.1066666666666665,123.19999999999999,estimated,3000.0
12.L1.1033.1301.1,Gạch 10x33 MS 1301 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,4914,Viên,1.6380000000000001,1.6380000000000001,49.14,estimated,3000.0
12.L1.1033.1302.1,Gạch 10x33 MS 1302 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,2108,Viên,0.7026666666666668,0.7026666666666668,21.080000000000002,estimated,2999.9999999999995
12.L1.1033.1303.1,Gạch 10x33 MS 1303 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,6860,Viên,2.286666666666667,2.286666666666667,68.60000000000001,estimated,2999.9999999999995
12.L1.1033.1303.2,Gạch 10x33 MS 1303 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,3589,Viên,1.1963333333333332,1.1963333333333332,35.89,estimated,3000.0
12.L1.1033.1304.1,Gạch 10x33 MS 1304 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,6300,Viên,2.1,2.1,63.0,estimated,3000.0
12.L1.1033.1304.2,Gạch 10x33 MS 1304 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,3421,Viên,1.1403333333333334,1.1403333333333334,34.21,estimated,2999.9999999999995
12.L1.1033.1305.1,Gạch 10x33 MS 1305 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,919,Viên,0.3063333333333333,0.3063333333333333,9.19,estimated,3000.0000000000005
12.L1.1033.1305.2,Gạch 10x33 MS 1305 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,2640,Viên,0.8800000000000001,0.8800000000000001,26.400000000000002,estimated,2999.9999999999995
12.L1.1033.1306.1,Gạch 10x33 MS 1306 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,1834,Viên,0.6113333333333333,0.6113333333333333,18.34,estimated,3000.0000000000005
12.L1.1033.1307.1,Gạch 10x33 MS 1307 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,2660,Viên,0.8866666666666667,0.8866666666666667,26.6,estimated,3000.0
12.L1.1033.1308.1,Gạch 10x33 MS 1308 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,8050,Viên,2.683333333333333,2.683333333333333,80.5,estimated,3000.0000000000005
12.L1.1033.1309.1,Gạch 10x33 MS 1309 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,1800,Viên,0.6,0.6,18.0,estimated,3000.0
12.L1.1033.1310.1,Gạch 10x33 MS 1310 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,4704,Viên,1.568,1.568,47.04,estimated,3000.0
12.L1.1033.1311.1,Gạch 10x33 MS 1311 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,1246,Viên,0.4153333333333334,0.4153333333333334,12.46,estimated,2999.9999999999995
12.L1.2040.2401.9,Gạch 20x40 MS 2401 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,1344,Viên,0.448,0.448,13.44,estimated,3000.0
12.L1.2040.2402.9,Gạch 20x40 MS 2402 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,168,Viên,0.1,0.1,3.0,estimated,1680.0
12.L1.2040.2403.3,Gạch 20x40 MS 2403 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,4578,Viên,1.526,1.526,45.78,estimated,3000.0
12.L1.2040.2403.4,Gạch 20x40 MS 2403 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,567,Viên,0.189,0.189,5.67,estimated,3000.0
12.L1.2040.2403.7,Gạch 20x40 MS 2403 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,2352,Viên,0.784,0.784,23.52,estimated,3000.0
12.L1.2040.2403.8,Gạch 20x40 MS 2403 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,1725,Viên,0.575,0.575,17.25,estimated,3000.0000000000005
12.L1.2040.2404.5,Gạch 20x40 MS 2404 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,147,Viên,0.1,0.1,3.0,estimated,1470.0
12.L1.2040.2404.8,Gạch 20x40 MS 2404 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,735,Viên,0.24500000000000002,0.24500000000000002,7.3500000000000005,estimated,2999.9999999999995
12.L1.2040.2405.6,Gạch 20x40 MS 2405 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,722,Viên,0.24066666666666667,0.24066666666666667,7.22,estimated,3000.0
12.L1.2040.2405.7,Gạch 20x40 MS 2405 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,448,Viên,0.14933333333333335,0.14933333333333335,4.48,estimated,2999.9999999999995
12.L1.2040.2406.4,Gạch 20x40 MS 2406 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,1601,Viên,0.5336666666666667,0.5336666666666667,16.01,estimated,2999.9999999999995
12.L1.2040.2407.3,Gạch 20x40 MS 2407 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,812,Viên,0.2706666666666667,0.2706666666666667,8.120000000000001,estimated,2999.9999999999995
12.L1.2040.2408.3,Gạch 20x40 MS 2408 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,504,Viên,0.168,0.168,5.04,estimated,3000.0
12.L1.2040.2408.4,Gạch 20x40 MS 2408 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,616,Viên,0.20533333333333334,0.20533333333333334,6.16,estimated,3000.0
12.L1.2040.2409.1,Gạch 20x40 MS 2409 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,1176,Viên,0.392,0.392,11.76,estimated,3000.0
12.L1.2040.2409.3,Gạch 20x40 MS 2409 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,1638,Viên,0.5459999999999999,0.5459999999999999,16.38,estimated,3000.0000000000005
12.L1.2040.2410.2,Gạch 20x40 MS 2410 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,1294,Viên,0.4313333333333333,0.4313333333333333,12.94,estimated,3000.0000000000005
12.L1.2040.2412.3,Gạch 20x40 MS 2412 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,336,Viên,0.112,0.112,3.36,estimated,3000.0
12.L1.2040.2413.1,Gạch 20x40 MS 2413 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,588,Viên,0.196,0.196,5.88,estimated,3000.0
12.L1.2040.2414.4,Gạch 20x40 MS 2414 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,1680,Viên,0.56,0.56,16.8,estimated,2999.9999999999995
12.L1.2040.2415.2,Gạch 20x40 MS 2415 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,840,Viên,0.28,0.28,8.4,estimated,2999.9999999999995
12.L1.2040.U2421.1,Gạch 20x40 MS U2421 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,864,Viên,0.28800000000000003,0.28800000000000003,8.64,estimated,2999.9999999999995
12.L1.2040.U2422.1,Gạch 20x40 MS U2422 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,1121,Viên,0.3736666666666667,0.3736666666666667,11.21,estimated,2999.9999999999995
12.L1.2040.U2423.1,Gạch 20x40 MS U2423 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,854,Viên,0.2846666666666667,0.2846666666666667,8.540000000000001,estimated,3000.0
12.L1.2040.U2424.1,Gạch 20x40 MS U2424 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,1399,Viên,0.4663333333333333,0.4663333333333333,13.99,estimated,3000.0
12.L1.2040.U2424.3,Gạch 20x40 MS U2424 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,1346,Viên,0.4486666666666667,0.4486666666666667,13.46,estimated,2999.9999999999995
12.L1.2040.U2424.4,Gạch 20x40 MS U2424 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,7392,Viên,2.464,2.464,73.92,estimated,3000.0
12.L1.2040.U2425.1,Gạch 20x40 MS U2425 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,984,Viên,0.328,0.328,9.84,estimated,3000.0
12.L1.2040.U2425.2,Gạch 20x40 MS U2425 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,163,Viên,0.1,0.1,3.0,estimated,1630.0
12.L1.2040.U2425.3,Gạch 20x40 MS U2425 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,728,Viên,0.24266666666666667,0.24266666666666667,7.28,estimated,3000.0
12.L1.2040.U2425.4,Gạch 20x40 MS U2425 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,628,Viên,0.20933333333333334,0.20933333333333334,6.28,estimated,3000.0
12.L1.2040.U2426.1,Gạch 20x40 MS U2426 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,981,Viên,0.327,0.327,9.81,estimated,3000.0
12.L1.2040.U2426.2,Gạch 20x40 MS U2426 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,840,Viên,0.28,0.28,8.4,estimated,2999.9999999999995
12.L1.2040.U2426.3,Gạch 20x40 MS U2426 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,1254,Viên,0.41800000000000004,0.41800000000000004,12.540000000000001,estimated,2999.9999999999995
12.L1.2040.U2426.4,Gạch 20x40 MS U2426 Loại 1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,2520,Viên,0.84,0.84,25.2,estimated,3000.0
