product_code,product_name,category,f_sku,spec_code_size,unit
40.L2.3060.UGC3600AV,Gạch 30x60 MS UGC3600AV Loại 2,F_Bộ,UGC3600-UGC3600AD-UGC3600AV,3060,Viên
20.L1.6060.A36918.1,Gạch 60x60 MS A36918 Loại 1 5 Viên,F_Solo,Solo6060.GraniteBóng,6060A,Viên
45.PK.LUX.MA.304.05,Móc áo vuông 304 loại 5 móc,F_NonGach,45.PK.LUX.MA.304.05,PK,Cái
45.PK.LUX.VK.505,Vắt khăn đôi 505,F_NonGach,45.PK.LUX.VK.505,PK,Cái
45.PK.LUX.XP.304,Khay xà phòng 304,F_NonGach,45.PK.LUX.XP.304,PK,Cái
20.L1.6060.A91661.1,Gạch 60x60 MS A91661 Loại 1 5 Viên,F_Solo,Solo6060.GraniteBóng,6060A,Viên
12.L1.2040.U2428.4,Gạch 20x40 MS U2428 Loại 1,F_Solo,Solo2040.CeramicMatt/ Sugar,2040,Viên
41.L1.6060.U6151.4,Gạch 60x60 MS U6151 Loại 1,F_Solo,Solo6060.CeramicBóng,6060,Viên
20.L1.8080.18901.1,Gạch 80x80 MS 18901 loại 1,F_Solo,Solo8080.GraniteBóng,8080,Viên
39.L1.3060.USGM3612.97,Gạch 30x60 MS USGM3612 Loại 1,F_Bộ,USGM3610-USGM3611-USGM3612,3060,Viên
20.L1.8080.28903.1,Gạch 80x80 MS 28903 loại 1,F_Solo,Solo8080.GraniteBóng,8080,Viên
39.L1.4080.USG48003.100,Gạch 40x80 MS USG48003 Loại 1 6 Viên,F_Bộ,USG48003-USG48004-USG48005,4080M,Viên
39.L1.4080.USG48004.100,Gạch 40x80 MS USG48004 Loại 1 6 Viên,F_Bộ,USG48003-USG48004-USG48005,4080M,Viên
39.L1.4080.USG48005.100,Gạch 40x80 MS USG48005 Loại 1 6 Viên,F_Bộ,USG48003-USG48004-USG48005,4080M,Viên
45.PK.LUX.TS.120.120.54,Ga thoát sàn 120x120x054,F_NonGach,45.PK.LUX.TS.120.120.54,PK,Cái
09.L1.1590.CA10GK15904.5,Gạch 15x90 MS CA10GK15904 loại 1,F_Solo,Solo1590.GraniteMatt/ Sugar,1590,Viên
10.L1.8080.75005.1,Gạch 80x80 MS 75005 Loại 1,F_Solo,Solo8080.GraniteBóng,8080,Viên
20.L1.8080.91862.1,Gạch 80x80 MS 91862 loại 1,F_Solo,Solo8080.GraniteBóng,8080,Viên
41.L1.3060.M3203.6,Gạch 30x60 MS M3203 Loại 1,F_Bộ,M3103-M3203-M3104,3060,Viên
10.L1.8080.75005.8,Gạch 80x80 MS 75005 Loại 1,F_Solo,Solo8080.GraniteBóng,8080,Viên
10.L1.8080.75006.8,Gạch 80x80 MS 75006 Loại 1,F_Solo,Solo8080.GraniteBóng,8080,Viên
20.L1.6060.A36916.1,Gạch 60x60 MS A36916 Loại 1 5 Viên,F_Solo,Solo6060.GraniteBóng,6060A,Viên
20.L1.6060.A26006.1,Gạch 60x60 MS A26006 Loại 1 5 Viên,F_Solo,Solo6060.GraniteBóng,6060A,Viên
41.L1.3060.S3203.4,Gạch 30x60 MS S3203 Loại 1,F_Bộ,S3103-S3203-S3104,3060,Viên
05.L1.8080.IP8001.I,Gạch 80x80 MS IP8001 Loại 1,F_Solo,Solo8080.GraniteBóng,8080,Viên
20.L1.8080.38916.1,Gạch 80x80 MS 38916 Loại 1,F_Solo,Solo8080.GraniteBóng,8080,Viên
09.L1.1590.CA10GK15904.4,Gạch 15x90 MS CA10GK15904 loại 1,F_Solo,Solo1590.GraniteMatt/ Sugar,1590,Viên
10.L1.6060.5724.4,Gạch 60x60 MS 5724 Loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
46.L1.4080.USC4808D.1,Gạch 40x80 MS USC4808D Loại 1,F_Bộ,USC4808-USC4808D-USC4808V,4080,Viên
05.L1.6060.686004.F,Gạch 60x60 MS 686004 Loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
05.L1.6060.686005.H,Gạch 60x60 MS 686005 Loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
41.L1.4080.S4107.4,Gạch 40x80 MS S4107 Loại 1 6 Viên,F_Bộ,S4106-S4206-S4107,4080M,Viên
39.L1.4080.USG48003.98,Gạch 40x80 MS USG48003 Loại 1 6 Viên,F_Bộ,USG48003-USG48004-USG48005,4080M,Viên
10.L1.4080.9954.4,Gạch 40x80 MS 9954 Loại 1,F_Bộ,9954-9955-9956,4080,Viên
29.L1.8080.FP18604.2,Gạch 80x80 MS FP18604 Loại 1,F_Solo,Solo8080.GraniteBóng,8080,Viên
14.L1.4080.48800.13,Gạch 40x80 MS 48800 Loại 1,F_Bộ,48800,4080A,Viên
29.L1.6060.FPU966013.1,Gạch 60x60 MS FPU966013 Loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
39.L1.4080.USG48006.100,Gạch 40x80 MS USG48006 Loại 1 6 Viên,F_Bộ,USG48006-USG48007-USG48008,4080M,Viên
41.L1.6060.S6103.4,Gạch 60x60 MS S6103 Loại 1,F_Solo,Solo6060.CeramicMatt/ Sugar,6060,Viên
41.L1.3060.U3207.5,Gạch 30x60 MS U3207 Loại 1,F_Bộ,U3107-U3207-U3108,3060,Viên
29.L1.6060.FP966602.1,Gạch 60x60 MS FP966602 Loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
45.PK.LUX.MA.07,Móc áo 304 loại 7 móc,F_NonGach,45.PK.LUX.MA.07,PK,Cái
39.L1.6060.USGM6004.104,Gạch 60x60 MS USGM6004 Loại 1,F_Solo,Solo6060.GraniteMatt/ Sugar,6060,Viên
20.L1.5050.U1603.52,Gạch 50x50 MS U1603 loại 1,F_Solo,Solo5050.CeramicMatt/ Sugar,5050U,Viên
14.L1.3060.A36CW8008D.2,Gạch 30x60 MS A36CW8008D Loại 1,F_Bộ,A36CW8008-A36CW8008D-A36CW8008V,3060,Viên
41.L1.6060.M6105.4,Gạch 60x60 MS M6105 loại 1,F_Solo,Solo6060.CeramicMatt/ Sugar,6060,Viên
20.L1.3030.U81105.2,Gạch 30x30 MS U81105 Loại 1,F_Solo,Solo3030.CeramicMatt/ Sugar,3030,Viên
40.L2.3060.USC3602,Gạch 30x60 MS USC3602 Loại 2,F_Bộ,USC3602-USC3602D-USC3602V,3060,Viên
40.L2.3060.USC3602V,Gạch 30x60 MS USC3602V Loại 2,F_Bộ,USC3602-USC3602D-USC3602V,3060,Viên
10.L1.3060.4563.1,Gạch 30x60 MS 4563 Loại 1,F_Bộ,4563-4562-4561,3060,Viên
20.L1.8080.18912.1,Gạch 80x80 MS 18912 Loại 1,F_Solo,Solo8080.GraniteBóng,8080,Viên
20.L1.8080.18913.1,Gạch 80x80 MS 18913 Loại 1,F_Solo,Solo8080.GraniteBóng,8080,Viên
10.L1.6060.6157.9,Gạch 60x60 MS 6157 loại 1,F_Solo,Solo6060.CeramicBóng,6060,Viên
46.L1.4080.USC4804D.1,Gạch 40x80 MS USC4804D Loại 1,F_Bộ,USC4804-USC4804D-USC4804V,4080,Viên
20.L1.8080.91855.1,Gạch 80x80 MS 91855 loại 1,F_Solo,Solo8080.GraniteBóng,8080,Viên
20.L1.8080.38901.5,Gạch 80x80 MS 38901 loại 1,F_Solo,Solo8080.GraniteBóng,8080,Viên
10.L1.4080.9963.6,Gạch 40x80 MS 9963 Loại 1,F_Bộ,9957-9962-9963,4080,Viên
20.L1.3030.U81102.2,Gạch 30x30 MS U81102 Loại 1,F_Solo,Solo3030.CeramicMatt/ Sugar,3030,Viên
20.L1.3030.U81104.2,Gạch 30x30 MS U81104 Loại 1,F_Solo,Solo3030.CeramicMatt/ Sugar,3030,Viên
05.L1.6060.IP6001.E,Gạch 60x60 MS IP6001 Loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
38.L1.5050.SVICC505.9,Gạch 50x50 MS SVICC505 Loại 1,F_Solo,Solo5050.CeramicMatt/ Sugar,5050U,Viên
20.L1.8080.38917.1,Gạch 80x80 MS 38917 Loại 1,F_Solo,Solo8080.GraniteBóng,8080,Viên
41.L1.3060.M3101.6,Gạch 30x60 MS M3101 Loại 1,F_Bộ,M3101-M3201-M3102,3060,Viên
20.L1.6060.A16001.1,Gạch 60x60 MS A16001 Loại 1 5 Viên,F_Solo,Solo6060.GraniteBóng,6060A,Viên
10.L1.4080.9967.2,Gạch 40x80 MS 9967 Loại 1,F_Bộ,9967-9968-9969,4080,Viên
29.L1.6060.FPU966009.2,Gạch 60x60 MS FPU966009 Loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
20.L1.8080.38918.1,Gạch 80x80 MS 38918 Loại 1,F_Solo,Solo8080.GraniteBóng,8080,Viên
20.L1.6060.A36005.1,Gạch 60x60 MS A36005 Loại 1 5 Viên,F_Solo,Solo6060.GraniteBóng,6060A,Viên
20.L1.6060.A26112.1,Gạch 60x60 MS A26112 Loại 1 5 Viên,F_Solo,Solo6060.GraniteBóng,6060A,Viên
38.L1.5050.SVICC505.8,Gạch 50x50 MS SVICC505 Loại 1,F_Solo,Solo5050.CeramicMatt/ Sugar,5050U,Viên
20.L1.8080.38915.1,Gạch 80x80 MS 38915 Loại 1,F_Solo,Solo8080.GraniteBóng,8080,Viên
14.L1.6060.A66CB8052.3,Gạch 60x60 MS A66CB8052 Loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
20.L1.6060.A16902.1,Gạch 60x60 MS A16902 Loại 1 5 Viên,F_Solo,Solo6060.GraniteBóng,6060A,Viên
12.L1.1033.1308.2,Gạch 10x33 MS 1308 Loại 1,F_Solo,Trang Trí1033.CeramicMatt/ Sugar,1033,Viên
38.L1.5050.SVICC505.11,Gạch 50x50 MS SVICC505 Loại 1,F_Solo,Solo5050.CeramicMatt/ Sugar,5050U,Viên
12.L1.2550.A2538.4,Gạch 25x50 MS A2538 Loại 1 12 Viên,F_Solo,Solo2550.CeramicMatt/ Sugar,2550A,Viên
29.L1.6060.FP96600.2,Gạch 60x60 MS FP96600 Loại 1,F_Solo,Trắng trơn6060.GraniteBóng,6060,Viên
29.L1.3060.FUSC3639D.01,Gạch 30x60 MS FUSC3639D Loại 1,F_Bộ,FUSC3639-FUSC3639D-FUSC3640,3060,Viên
20.L1.6060.26905.4,Gạch 60x60 MS 26905 Loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
10.L1.3060.4569.2,Gạch 30x60 MS 4569 Loại 1,F_Bộ,4569-4568-4567,3060,Viên
20.L1.3030.U81107.3,Gạch 30x30 MS U81107 Loại 1,F_Solo,Solo3030.CeramicMatt/ Sugar,3030,Viên
20.L1.3030.U81110.2,Gạch 30x30 MS U81110 Loại 1,F_Solo,Solo3030.CeramicMatt/ Sugar,3030,Viên
05.L1.8080.688002.G,Gạch 80x80 MS 688002 Loại 1,F_Solo,Solo8080.GraniteBóng,8080,Viên
20.L1.6060.A16114.1,Gạch 60x60 MS A16114 Loại 1 5 Viên,F_Solo,Solo6060.GraniteBóng,6060A,Viên
47.L1.8080.FPU8003.4,Gạch 80x80 MS FPU8003 loại 1,F_Solo,Solo8080.GraniteBóng,8080,Viên
47.L1.8080.FPU8017.3,Gạch 80x80 MS FPU8017 loại 1,F_Solo,Solo8080.GraniteBóng,8080,Viên
38.L1.3060.KAI3601AD.16,Gạch 30x60 MS KAI3601AD Loại 1,F_Bộ,KAI3601-KAI3601AD-KAI3601AV,3060,Viên
10.L1.8080.75004.6,Gạch 80x80 MS 75004 Loại 1,F_Solo,Solo8080.GraniteBóng,8080,Viên
10.L1.6060.6162.7,Gạch 60x60 MS 6162 loại 1,F_Solo,Solo6060.CeramicBóng,6060,Viên
39.L1.3060.USGM3604.98,Gạch 30x60 MS USGM3604 Loại 1,F_Bộ,USGM3604-USGM3605-USGM3606,3060,Viên
41.L1.3060.M3104.6,Gạch 30x60 MS M3104 Loại 1,F_Bộ,M3103-M3203-M3104,3060,Viên
41.L1.5050.M5102.6,Gạch 50x50 MS M5102 Loại 1,F_Solo,Solo5050.CeramicMatt/ Sugar,5050U,Viên
29.L1.6060.FPU966005.1,Gạch 60x60 MS FPU966005 Loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
41.L1.5050.S5102.4,Gạch 50x50 MS S5102 Loại 1,F_Solo,Solo5050.CeramicMatt/ Sugar,5050U,Viên
41.L1.5050.S5104.4,Gạch 50x50 MS S5104 Loại 1,F_Solo,Solo5050.CeramicMatt/ Sugar,5050U,Viên
41.L1.6060.S6154.4,Gạch 60x60 MS S6154 Loại 1,F_Solo,Solo6060.CeramicBóng,6060,Viên
41.L1.6060.S6101.4,Gạch 60x60 MS S6101 Loại 1,F_Solo,Solo6060.CeramicMatt/ Sugar,6060,Viên
20.L2.100100.31105,Gạch 100x100 MS 31105 loại 2,F_Solo,Solo100100.GraniteBóng,100100,Viên
41.L1.5050.U5102.4,Gạch 50x50 MS U5102 Loại 1,F_Solo,Solo5050.CeramicMatt/ Sugar,5050U,Viên
14.L1.3060.A36MG9012D.6,Gạch 30x60 MS A36MG9012D Loại 1,F_Bộ,A36ML8012-A36MG9012D-A36MG9012,3060,Viên
41.L1.5050.91508.5,Gạch 50x50 MS 91508 Loại 1,F_Solo,Solo5050.CeramicMatt/ Sugar,5050U,Viên
29.L1.6060.FP96606.2,Gạch 60x60 MS FP96606 Loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
39.L1.4080.USG48010.100,Gạch 40x80 MS USG48010 Loại 1 6 Viên,F_Bộ,USG48009-USG48010-USG48011,4080M,Viên
20.L1.8080.91857.1,Gạch 80x80 MS 91857 loại 1,F_Solo,Solo8080.GraniteBóng,8080,Viên
10.L1.6060.75605.3,Gạch 60x60 MS 75605 Loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
10.L1.4080.9959.2,Gạch 40x80 MS 9959 Loại 1,F_Bộ,9957-9958-9959,4080,Viên
39.L1.3060.53604.102,Gạch 30x60 MS 53604 Loại 1,F_Solo,Solo3060.GraniteMatt/ Sugar,3060,Viên
29.L2.8080.FPU188003,Gạch 80x80 MS FPU188003 loại 2,F_Solo,Solo8080.GraniteBóng,8080,Viên
39.L1.4080.USG48014.98,Gạch 40x80 MS USG48014 Loại 1 6 Viên,F_Bộ,USG48012-USG48013-USG48014,4080M,Viên
29.L1.6060.FP966605.1,Gạch 60x60 MS FP966605 Loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
05.L1.6060.IP6002.I,Gạch 60x60 MS IP6002 Loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
39.L1.3060.USGM3620.98,Gạch 30x60 MS USGM3620 Loại 1,F_Solo,Solo3060.GraniteMatt/ Sugar,3060,Viên
41.L1.6060.U6102.6,Gạch 60x60 MS U6102 Loại 1,F_Solo,Solo6060.CeramicMatt/ Sugar,6060,Viên
39.L1.3060.53602.103,Gạch 30x60 MS 53602 Loại 1,F_Solo,Solo3060.GraniteMatt/ Sugar,3060,Viên
20.L1.6060.A36917.1,Gạch 60x60 MS A36917 Loại 1 5 Viên,F_Solo,Solo6060.GraniteBóng,6060A,Viên
39.L1.4080.USG48007.100,Gạch 40x80 MS USG48007 Loại 1 6 Viên,F_Bộ,USG48006-USG48007-USG48008,4080M,Viên
39.L1.4080.USG48008.100,Gạch 40x80 MS USG48008 Loại 1 6 Viên,F_Bộ,USG48006-USG48007-USG48008,4080M,Viên
20.L1.8080.18902.1,Gạch 80x80 MS 18902 loại 1,F_Solo,Solo8080.GraniteBóng,8080,Viên
20.L1.4080.34102.5,Gạch 40x80 MS 34102 Loại 1,F_Bộ,34102-34202-34192,4080,Viên
20.L1.6060.A36003.1,Gạch 60x60 MS A36003 Loại 1 5 Viên,F_Solo,Solo6060.GraniteBóng,6060A,Viên
29.L1.4060.FXK46258.02,Gạch 40x60 MS FXK46258 Loại 1,F_Solo,Solo4060.CeramicMatt/ Sugar,4060,Viên
29.L1.4060.FXK46251.07,Gạch 40x60 MS FXK46251 Loại 1,F_Solo,Solo4060.CeramicMatt/ Sugar,4060,Viên
14.L1.8080.M88DT904.1,Gạch 80x80 MS M88DT904 loại 1,F_Solo,Solo8080.GraniteBóng,8080,Viên
29.L1.3030.FK305.2,Gạch 30x30 MS FK305 Loại 1,F_Solo,Solo3030.CeramicBóng,3030U,Viên
20.L1.8080.91854.2,Gạch 80x80 MS 91854 loại 1,F_Solo,Solo8080.GraniteBóng,8080,Viên
10.L1.6060.75604.3,Gạch 60x60 MS 75604 Loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
29.L1.4060.FXK46251.06,Gạch 40x60 MS FXK46251 Loại 1,F_Solo,Solo4060.CeramicMatt/ Sugar,4060,Viên
15.L1.6060.6807.6,Gạch 60x60 MS 6807 loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
47.L1.8080.FPU8003.5,Gạch 80x80 MS FPU8003 loại 1,F_Solo,Solo8080.GraniteBóng,8080,Viên
39.L1.3060.53603.94,Gạch 30x60 MS 53603 Loại 1,F_Solo,Solo3060.GraniteMatt/ Sugar,3060,Viên
20.L1.100100.91112.1,Gạch 100x100 MS 91112 loại 1,F_Solo,Solo100100.GraniteBóng,100100,Viên
20.L1.100100.91113.1,Gạch 100x100 MS 91113 loại 1,F_Solo,Solo100100.GraniteBóng,100100,Viên
20.L1.100100.91121.1,Gạch 100x100 MS 91121 loại 1,F_Solo,Solo100100.GraniteBóng,100100,Viên
20.L1.100100.91122.1,Gạch 100x100 MS 91122 loại 1,F_Solo,Solo100100.GraniteBóng,100100,Viên
10.L1.3060.4571.9,Gạch 30x60 MS 4571 Loại 1,F_Bộ,4571-4572-4573,3060,Viên
10.L1.3060.4573.1,Gạch 30x60 MS 4573 Loại 1,F_Bộ,4571-4572-4573,3060,Viên
41.L1.5050.M5155.6,Gạch 50x50 MS M5155 Loại 1,F_Solo,Solo5050.CeramicBóng,5050U,Viên
38.L2.5050.SVKAI506,Gạch 50x50 MS SVKAI506 Loại 2,F_Solo,Solo5050.CeramicMatt/ Sugar,5050U,Viên
20.L1.8080.38920.2,Gạch 80x80 MS 38920 Loại 1,F_Solo,Solo8080.GraniteBóng,8080,Viên
21.CT.AQUAFLEXR77.W4,Chống thấm Aquaflex R77 Trắng 4 kg,F_NonGach,21.CT.AQUAFLEXR77.W4,CT,Kg
20.L1.8080.91859.2,Gạch 80x80 MS 91859 loại 1,F_Solo,Solo8080.GraniteBóng,8080,Viên
10.L1.4080.9956.7,Gạch 40x80 MS 9956 Loại 1,F_Bộ,9954-9955-9956,4080,Viên
20.L1.6060.26901.4,Gạch 60x60 MS 26901 Loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
39.L1.4080.USG48013.105,Gạch 40x80 MS USG48013 Loại 1 6 Viên,F_Bộ,USG48012-USG48013-USG48014,4080M,Viên
21.CG2WA.CR.SF.112,Bột trét  Keracolor SF Xám vừa,F_NonGach,21.CG2WA.CR.SF.112,CR,Kg
41.L1.5050.91504.5,Gạch 50x50 MS 91504 Loại 1,F_Solo,Solo5050.CeramicMatt/ Sugar,5050U,Viên
29.L1.6060.FPU966003.4,Gạch 60x60 MS FPU966003 Loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
41.L1.5050.91501.5,Gạch 50x50 MS 91501 Loại 1,F_Solo,Solo5050.CeramicMatt/ Sugar,5050U,Viên
12.L1.2040.U2424.4,Gạch 20x40 MS U2424 Loại 1,F_Solo,Solo2040.CeramicMatt/ Sugar,2040,Viên
10.L1.3060.5741.6,Gạch 30x60 MS 5741 Loại 1,F_Bộ,5741-5742-5743,3060,Viên
20.L1.100100.31102.1,Gạch 100x100 MS 31102 loại 1,F_Solo,Solo100100.GraniteBóng,100100,Viên
38.L1.5050.SVUSC512.10,Gạch 50x50 MS SVUSC512 Loại 1,F_Solo,Solo5050.CeramicMatt/ Sugar,5050U,Viên
29.L1.4060.FXK46256.03,Gạch 40x60 MS FXK46256 Loại 1,F_Solo,Solo4060.CeramicMatt/ Sugar,4060,Viên
29.L1.6060.FP966605.2,Gạch 60x60 MS FP966605 Loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
29.L1.6060.FPU966013.2,Gạch 60x60 MS FPU966013 Loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
10.L1.6060.75606.2,Gạch 60x60 MS 75606 Loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
39.L1.3060.USGM3615.104,Gạch 30x60 MS USGM3615 Loại 1,F_Solo,Solo3060.GraniteMatt/ Sugar,3060,Viên
41.L1.5050.U5154.4,Gạch 50x50 MS U5154 Loại 1,F_Solo,Solo5050.CeramicBóng,5050U,Viên
41.L1.5050.M5152.4,Gạch 50x50 MS M5152 Loại 1,F_Solo,Solo5050.CeramicBóng,5050U,Viên
29.L1.3060.FP936605.2,Gạch 30x60 MS FP936605 Loại 1,F_Bộ,FP936604-FP936604D-FP936605,3060,Viên
29.L1.8080.FP18604.3,Gạch 80x80 MS FP18604 Loại 1,F_Solo,Solo8080.GraniteBóng,8080,Viên
29.L1.8080.FPU188033.3,Gạch 80x80 MS FPU188033 Loại 1,F_Solo,Solo8080.GraniteBóng,8080,Viên
29.L1.8080.FP18601.3,Gạch 80x80 MS FP18601 Loại 1,F_Solo,Solo8080.GraniteBóng,8080,Viên
39.L1.6060.UGG6007.92,Gạch 60x60 MS UGG6007 Loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
20.L1.3030.U81103.2,Gạch 30x30 MS U81103 Loại 1,F_Solo,Solo3030.CeramicMatt/ Sugar,3030,Viên
39.L1.6060.USGM6004.100,Gạch 60x60 MS USGM6004 Loại 1,F_Solo,Solo6060.GraniteMatt/ Sugar,6060,Viên
10.L1.6060.6159.8,Gạch 60x60 MS 6159 loại 1,F_Solo,Solo6060.CeramicBóng,6060,Viên
20.L1.8080.28904.2,Gạch 80x80 MS 28904 loại 1,F_Solo,Solo8080.GraniteBóng,8080,Viên
05.L1.6060.686001.F,Gạch 60x60 MS 686001 Loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
38.L1.5050.SVUSC514.10,Gạch 50x50 MS SVUSC514 Loại 1,F_Solo,Solo5050.CeramicMatt/ Sugar,5050U,Viên
05.L1.6060.IP6005.F,Gạch 60x60 MS IP6005 Loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
20.L1.6060.A36003.3,Gạch 60x60 MS A36003 Loại 1 5 Viên,F_Solo,Solo6060.GraniteBóng,6060A,Viên
29.L1.6060.FP966602.2,Gạch 60x60 MS FP966602 Loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
14.L1.60120.US6803,Gạch 60x120 MS US6803 loại 1,F_Solo,Solo60120.GraniteBóng,60120,Viên
39.L1.6060.UGG6004.97,Gạch 60x60 MS UGG6004 Loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
10.L1.4080.9956.8,Gạch 40x80 MS 9956 Loại 1,F_Bộ,9954-9955-9956,4080,Viên
09.L1.6060.CA11GP6601.3,Gạch 60x60 MS CA11GP6601 loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
14.L1.3060.A36MG9012.6,Gạch 30x60 MS A36MG9012 Loại 1,F_Bộ,A36ML8012-A36MG9012D-A36MG9012,3060,Viên
41.L1.5050.U5154.6,Gạch 50x50 MS U5154 Loại 1,F_Solo,Solo5050.CeramicBóng,5050U,Viên
03.L1.4080.7709.8,Gạch 40x80 MS 7709 Loại 1,F_Bộ,7709-7708-7707,4080,Viên
41.L1.3060.M3102.6,Gạch 30x60 MS M3102 Loại 1,F_Bộ,M3101-M3201-M3102,3060,Viên
20.L1.6060.A36919.1,Gạch 60x60 MS A36919 Loại 1 5 Viên,F_Solo,Solo6060.GraniteBóng,6060A,Viên
39.L1.3060.USGM3618.102,Gạch 30x60 MS USGM3618 Loại 1,F_Solo,Solo3060.GraniteMatt/ Sugar,3060,Viên
02.L1.6060.7250.5,Gạch 60x60 MS 7250 loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
02.L1.6060.7341.5,Gạch 60x60 MS 7341 Loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
08.L1.6060.952.7,Gạch 60x60 MS 952 loại 1,F_Solo,Solo6060.GraniteMatt/ Sugar,6060,Viên
20.L1.5050.1501.5,Gạch 50x50 MS 1501 loại 1,F_Solo,Solo5050.CeramicMatt/ Sugar,5050,Viên
38.L2.5050.SVICC502,Gạch 50x50 MS SVICC502 Loại 2,F_Solo,Solo5050.CeramicMatt/ Sugar,5050U,Viên
10.L1.6060.5635.1,Gạch 60x60 MS 5635 loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
21.CT.AQUAFLEXR77.W18,Chống thấm Aquaflex R77 Trắng 18 kg,F_NonGach,21.CT.AQUAFLEXR77.W18,CT,Kg
03.L1.6060.8011.6,Gạch 60x60 MS 8011 loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
38.L2.5050.SVICC501,Gạch 50x50 MS SVICC501 Loại 2,F_Solo,Solo5050.CeramicMatt/ Sugar,5050U,Viên
36.L3.3060.USC3635,Gạch 30x60 MS USC3635 Loại 3,F_Bộ,USC3635-USC3635D-USC3636,3060,Viên
36.L3.3060.USC3636,Gạch 30x60 MS USC3636 Loại 3,F_Bộ,USC3635-USC3635D-USC3636,3060,Viên
41.L2.3060.D3101,Gạch 30x60 MS D3101 Loại 2,F_Bộ,D3101-D3201-D3103-D3102,3060,Viên
41.L2.3060.D3102,Gạch 30x60 MS D3102 Loại 2,F_Bộ,D3101-D3201-D3103-D3102,3060,Viên
41.L2.3060.D3201,Gạch 30x60 MS D3201 Loại 2,F_Bộ,D3101-D3201-D3103-D3102,3060,Viên
41.L2.3060.R3104,Gạch 30x60 MS R3104 Loại 2,F_Bộ,R3104-R3204-R3106-R3105,3060,Viên
41.L2.3060.R3105,Gạch 30x60 MS R3105 Loại 2,F_Bộ,R3104-R3204-R3106-R3105,3060,Viên
05.L1.6060.IP6007.F,Gạch 60x60 MS IP6007 Loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
41.L2.3060.D3209,Gạch 30x60 MS D3209 Loại 2,F_Bộ,D3109-D3209-D3110,3060,Viên
41.L2.3060.R3107,Gạch 30x60 MS R3107 Loại 2,F_Bộ,R3107-R3207-R3109-R3108,3060,Viên
41.L2.3060.R3108,Gạch 30x60 MS R3108 Loại 2,F_Bộ,R3107-R3207-R3109-R3108,3060,Viên
41.L2.3060.R3207,Gạch 30x60 MS R3207 Loại 2,F_Bộ,R3107-R3207-R3109-R3108,3060,Viên
41.L1.6060.S6101.6,Gạch 60x60 MS S6101 Loại 1,F_Solo,Solo6060.CeramicMatt/ Sugar,6060,Viên
41.L2.3060.D3109,Gạch 30x60 MS D3109 Loại 2,F_Bộ,D3109-D3209-D3110,3060,Viên
41.L2.3060.D3110,Gạch 30x60 MS D3110 Loại 2,F_Bộ,D3109-D3209-D3110,3060,Viên
40.L2.3060.USC3602D,Gạch 30x60 MS USC3602D Loại 2,F_Bộ,USC3602-USC3602D-USC3602V,3060,Viên
39.L2.6060.USGM6008,Gạch 60x60 MS USGM6008 Loại 2,F_Solo,Solo6060.GraniteMatt/ Sugar,6060,Viên
39.L3.6060.USGM6002,Gạch 60x60 MS USGM6002 Loại 3,F_Solo,Solo6060.GraniteMatt/ Sugar,6060,Viên
05.L2.6060.IP6004,Gạch 60x60 MS IP6004 Loại 2,F_Solo,Solo6060.GraniteBóng,6060,Viên
39.L1.6060.USGM6005.100,Gạch 60x60 MS USGM6005 Loại 1,F_Solo,Solo6060.GraniteMatt/ Sugar,6060,Viên
41.L2.3060.R3201,Gạch 30x60 MS R3201 Loại 2,F_Bộ,R3101-R3201-R3103-R3102,3060,Viên
